ID,DetailNumber,LoadNumber,LotNumber,ShipmentLineID,ReceiptKey,ClientID,WarehouseID,SiteID,ProductID,InventoryStatusID,StorageLocationID,AssetTypeID,HoldFlagBool,UnitQTY,Weight,Volume,Category,Supplier,Status,Priority,ManufacturedDateTime,ExpirationDateTime,ReceivedDateTime,AddedDateTime,LastMoveDateTime,Created,isDeleted,Modified
11.0,2685.0,9551.0,7992.0,1324.0,2975.0,367.0,22.0,34.0,5601.0,63.0,1990.0,9455.0,0.0,329.0,495.34684656117355,9.158745673209491,Food,SupplierB,Pending,High,2022-06-26,2021-10-12,2022-06-14,2022-03-29,2020-07-08 14:46:42,2020-01-01 02:21:11,False,2020-07-08 14:46:42
12.0,1769.0,3376.0,7771.0,4557.0,4216.0,714.0,80.0,53.0,5333.0,30.0,6290.0,6930.0,1.0,377.0,,3.9149773828526655,Electronics,SupplierB,Pending,Medium,2020-06-10,2021-12-19,2020-08-29,2022-01-09,2021-01-12 00:00:00,2020-01-01 01:40:39,False,2024-03-04 16:42:01
13.0,7949.0,4009.0,1142.0,4587.0,5515.0,723.0,25.0,,6399.0,62.0,2376.0,7842.0,,106.0,814.9579674929025,,Electronics,SupplierC,,Low,2021-09-12,2023-04-08,2022-09-12,2022-03-17,2021-07-07 00:00:00,2020-01-01 03:26:47,False,2024-01-05 21:09:35
14.0,3433.0,2827.0,3761.0,1151.0,6692.0,420.0,,18.0,6696.0,,8247.0,4080.0,0.0,395.0,585.1651865033476,1.9729807453843295,Furniture,SupplierA,Shipped,Low,2021-06-09,2022-11-18,2022-03-25,2020-10-22,2021-05-07 06:04:44,2020-01-01 02:55:55,False,2021-05-07 06:04:44
15.0,6311.0,7979.0,4435.0,1954.0,5939.0,915.0,74.0,71.0,2455.0,25.0,8202.0,,1.0,35.0,773.1660158572568,0.4816954313643107,Food,SupplierA,Delivered,Medium,2020-06-14,2022-05-06,2021-03-27,2020-09-20,2020-05-29 00:00:00,2020-01-01 02:40:48,False,2024-03-15 09:49:18
16.0,6051.0,9569.0,7622.0,5354.0,6563.0,,20.0,35.0,3185.0,37.0,9755.0,2360.0,1.0,157.0,,7.816779213014415,Electronics,SupplierA,Shipped,Low,2022-06-30,2022-04-21,2020-06-03,2022-05-12,2022-05-16 19:22:19,2020-01-02 01:57:04,False,2022-05-16 19:22:19
17.0,7420.0,5285.0,,8160.0,3963.0,161.0,79.0,66.0,8436.0,13.0,7304.0,,1.0,392.0,203.8839219368266,5.418748974571014,Electronics,SupplierA,,Medium,2022-05-23,2021-03-26,2020-06-28,2021-12-15,2021-07-10 00:00:00,2020-01-01 07:05:50,False,2023-11-28 08:37:38
18.0,2184.0,7910.0,5512.0,1687.0,5529.0,399.0,29.0,46.0,4811.0,64.0,3887.0,8546.0,0.0,273.0,23.98940747952083,5.0372581302692145,Electronics,,Delivered,High,2021-03-20,2020-08-23,2020-01-31,2020-02-11,2021-08-10 00:00:00,2020-01-02 19:58:43,False,2022-03-17 05:13:48
19.0,5555.0,,2848.0,9501.0,,502.0,72.0,25.0,8309.0,24.0,7681.0,2726.0,1.0,,559.1382688397522,2.722058492494136,Electronics,SupplierB,Delivered,Low,2021-03-18,2022-05-16,2020-06-13,2022-08-07,2021-06-12 03:56:19,2020-01-01 06:05:58,False,2021-06-12 03:56:19
20.0,4385.0,3196.0,3696.0,,,747.0,21.0,46.0,9086.0,73.0,8613.0,1907.0,0.0,396.0,161.04617888158955,0.7231701485935182,Food,,Pending,Medium,2020-11-26,2020-12-06,2022-04-17,2022-04-17,2021-11-22 00:00:00,2020-01-01 01:53:43,False,2022-06-30 10:50:48
21.0,7396.0,4747.0,2717.0,7763.0,1976.0,666.0,,85.0,,74.0,2340.0,3824.0,0.0,240.0,187.13720859782146,4.82860036332846,Electronics,,Pending,Medium,2022-09-19,2021-02-13,2021-08-19,2022-07-15,2021-08-27 00:00:00,2020-01-01 02:43:36,False,2022-07-14 06:51:31
22.0,9666.0,9843.0,4072.0,4395.0,8345.0,719.0,51.0,33.0,2846.0,25.0,8972.0,9025.0,1.0,207.0,436.30563095716434,8.672263587993717,Food,SupplierA,Shipped,High,2020-11-30,2022-08-08,2020-12-31,2022-08-17,2021-08-13 00:00:00,2020-01-01 17:02:36,False,2022-11-03 11:04:09
23.0,3558.0,6978.0,3786.0,1845.0,1045.0,,92.0,35.0,2854.0,29.0,1094.0,9390.0,0.0,245.0,442.0770734388978,1.2002201370348586,Clothing,SupplierA,Shipped,Medium,2020-04-21,2021-11-30,2021-07-24,2020-06-09,2022-10-07 00:00:00,2020-01-01 01:58:07,False,2024-02-09 02:11:08
24.0,8849.0,6607.0,4791.0,2164.0,2193.0,869.0,78.0,,,73.0,4296.0,3455.0,0.0,93.0,274.3870902057053,9.291708793471722,Electronics,SupplierA,Pending,Low,2022-01-15,2020-11-18,2021-11-13,2021-06-30,2020-12-22 00:00:00,2020-01-01 10:41:19,False,2022-05-20 19:47:44
25.0,3047.0,1769.0,4871.0,6904.0,5512.0,352.0,67.0,18.0,3894.0,42.0,6898.0,6208.0,1.0,109.0,131.92220842346848,2.747290802416147,Electronics,SupplierB,Pending,High,2021-12-14,2021-11-16,2021-03-03,2021-04-23,2020-05-17 20:44:20,2020-01-01 04:16:57,False,2020-05-17 20:44:20
26.0,3747.0,1780.0,2806.0,6360.0,5943.0,833.0,14.0,96.0,8496.0,,3692.0,8774.0,1.0,306.0,944.9527518223376,5.321862928286622,Electronics,,Delivered,Medium,2022-04-14,2022-05-14,2021-09-18,2021-02-15,2020-03-02 00:00:00,2020-01-01 02:24:52,False,2021-03-15 05:25:24
27.0,1189.0,7303.0,2504.0,1354.0,7282.0,577.0,,,1558.0,78.0,5161.0,4365.0,1.0,114.0,131.64061587825992,0.6650839546658183,Electronics,SupplierA,Delivered,High,2020-05-18,2023-02-06,2021-11-20,2021-06-25,2020-05-14 10:42:10,2020-01-02 00:28:45,False,2020-05-14 10:42:10
28.0,3734.0,4983.0,4308.0,2872.0,1246.0,468.0,37.0,40.0,3896.0,78.0,9126.0,6279.0,1.0,24.0,350.7725846011295,4.250465938026458,Electronics,SupplierB,Shipped,Medium,2022-02-17,2020-07-01,2021-07-30,2021-03-03,2020-02-27 00:00:00,2020-01-01 03:23:47,False,2022-10-08 01:32:55
29.0,4005.0,9714.0,8117.0,3024.0,4219.0,778.0,35.0,28.0,2254.0,67.0,4281.0,6951.0,1.0,293.0,304.86799260744624,1.2589788640716348,Electronics,SupplierC,Delivered,Low,2022-02-22,2020-06-30,2020-08-05,2020-05-18,2020-07-06 00:00:00,2020-01-01 02:40:27,False,2023-04-18 22:54:08
30.0,5658.0,1521.0,6048.0,3817.0,9983.0,259.0,58.0,29.0,2681.0,48.0,2497.0,7697.0,1.0,462.0,866.3378969585519,0.4797378607720748,Electronics,SupplierC,Pending,Low,2020-06-14,2021-07-03,2020-11-30,2020-06-08,2020-11-07 00:00:00,2020-01-01 05:39:15,False,2021-02-19 21:37:17
31.0,,8569.0,,4832.0,1636.0,265.0,30.0,96.0,,86.0,8053.0,9769.0,1.0,252.0,410.06244847857056,9.665576934276498,Electronics,SupplierB,Pending,,2021-02-17,2022-06-03,2021-05-15,2020-05-17,2021-04-07 22:56:06,2020-01-01 03:40:50,False,2021-04-07 22:56:06
32.0,8734.0,6784.0,2690.0,9257.0,4775.0,304.0,10.0,36.0,7283.0,45.0,7714.0,,,267.0,124.0434992343643,7.3009453546413265,Electronics,SupplierA,Pending,Medium,2020-06-17,2020-10-10,2020-08-07,2020-09-08,2021-02-07 00:00:00,2020-01-03 08:03:10,False,2021-08-09 21:18:27
33.0,2267.0,,,3581.0,3421.0,366.0,67.0,94.0,9854.0,77.0,8657.0,2020.0,1.0,355.0,10.261028404495388,7.190577210136607,Electronics,SupplierA,Pending,High,2022-02-07,2020-07-28,2022-08-04,2022-04-15,2022-03-12 00:00:00,2020-01-01 17:39:59,False,2022-12-08 21:21:25
34.0,2528.0,6946.0,4113.0,3486.0,5183.0,237.0,88.0,53.0,,96.0,9003.0,4844.0,1.0,209.0,721.9496034745249,0.9054968948375208,Clothing,SupplierA,Shipped,High,2020-05-03,2022-10-29,2020-11-04,2021-03-26,2020-04-25 00:00:00,2020-01-01 03:23:21,False,2022-11-24 11:55:13
35.0,4556.0,,8850.0,,1712.0,467.0,64.0,44.0,,30.0,8691.0,4573.0,0.0,443.0,714.5010925678503,9.29350524487742,Electronics,SupplierB,Pending,,2021-07-03,2023-05-04,2020-11-14,2021-06-06,2020-10-23 00:00:00,2020-01-01 03:48:13,False,2021-09-26 04:48:21
36.0,4890.0,7267.0,7416.0,3443.0,6845.0,542.0,90.0,80.0,4143.0,72.0,9106.0,6442.0,0.0,55.0,417.78367131322767,4.694685150098856,Electronics,SupplierA,Pending,High,2022-05-31,2021-10-19,2022-08-25,2020-07-13,2021-03-21 00:00:00,2020-01-01 00:48:43,False,2024-03-18 22:41:12
37.0,9838.0,8128.0,,9919.0,6323.0,957.0,35.0,31.0,4037.0,94.0,1201.0,8914.0,0.0,27.0,126.30800031232359,8.52284068057431,Clothing,SupplierB,Pending,Medium,2022-01-30,2022-10-18,2021-03-10,2022-07-15,2020-06-03 13:29:27,2020-01-01 07:01:10,False,2020-06-03 13:29:27
38.0,6393.0,3461.0,9924.0,2036.0,7032.0,859.0,93.0,83.0,,15.0,2498.0,7058.0,1.0,492.0,371.63381257274784,0.12601101113770774,Clothing,SupplierA,Pending,Low,2022-01-18,2022-09-09,2020-03-08,2022-05-26,2021-04-28 00:00:00,2020-01-01 02:53:55,False,2023-10-02 09:17:10
39.0,9792.0,1685.0,4924.0,9684.0,4644.0,666.0,,,2781.0,,4086.0,8951.0,0.0,323.0,589.8824509170308,2.9820648133750693,Food,SupplierA,Shipped,,2020-04-07,2021-11-02,2020-07-31,2021-02-01,2022-07-28 00:00:00,2020-01-01 06:40:52,False,2024-06-08 01:51:20
40.0,9433.0,,9615.0,,8773.0,820.0,86.0,24.0,5675.0,62.0,3590.0,9802.0,0.0,444.0,703.9429418068411,9.960471221264656,Electronics,SupplierC,Shipped,High,2020-02-29,2020-09-01,2021-08-14,2022-09-16,2020-04-23 00:00:00,2020-01-01 00:51:23,False,2024-03-11 20:56:44
41.0,8513.0,8031.0,,2548.0,,116.0,42.0,22.0,2477.0,92.0,8125.0,9520.0,0.0,2.0,78.2398924342762,4.278380426953992,Electronics,SupplierC,Delivered,,2020-01-19,2022-06-15,2021-01-23,2020-01-15,2021-07-06 00:00:00,2020-01-01 05:57:24,False,2023-11-19 22:54:39
42.0,3612.0,6341.0,9100.0,,4614.0,167.0,98.0,,,,8860.0,1546.0,0.0,68.0,556.307470614679,8.884935388643546,Electronics,SupplierB,Shipped,Medium,2020-05-03,2021-08-30,2021-07-20,2020-01-23,2022-04-01 00:00:00,2020-01-02 09:26:51,False,2022-06-16 02:44:25
43.0,8041.0,,9684.0,7496.0,7957.0,232.0,81.0,91.0,8551.0,87.0,6408.0,9530.0,,,276.1240784481376,3.2799834837103967,Electronics,,Shipped,Medium,2020-08-13,2021-12-19,2021-10-01,2020-06-01,2020-04-28 00:00:00,2020-01-01 06:27:31,False,2022-04-25 00:58:26
44.0,7235.0,5875.0,1191.0,7183.0,6279.0,799.0,78.0,65.0,1106.0,59.0,2948.0,,,148.0,617.2662871336427,5.253291322682063,Electronics,SupplierC,Shipped,High,2022-08-12,2022-12-13,2022-08-19,2021-10-25,2020-02-13 13:05:45,2020-01-01 02:49:10,False,2020-02-13 13:05:45
45.0,6486.0,2256.0,9690.0,4957.0,,529.0,15.0,32.0,3668.0,21.0,4963.0,9998.0,1.0,469.0,648.1401228647609,8.542190659259605,Electronics,SupplierA,,Medium,2021-09-03,2021-07-03,2020-04-10,2020-10-11,2021-04-16 00:00:00,2020-01-01 05:59:40,False,2022-12-03 03:01:58
46.0,8099.0,8697.0,5917.0,4407.0,4900.0,407.0,32.0,43.0,5935.0,65.0,1693.0,4987.0,1.0,319.0,910.6037017747185,6.0582056020393535,,SupplierB,Pending,High,2020-11-19,2020-11-27,2022-06-27,2021-11-13,2021-04-16 00:00:00,2020-01-01 05:44:15,False,2024-03-23 19:47:40
47.0,1775.0,3196.0,6831.0,1639.0,8939.0,749.0,39.0,26.0,8270.0,24.0,,4333.0,0.0,462.0,410.3783753889599,7.251923426447116,Electronics,SupplierA,Delivered,High,2022-06-24,2021-08-27,2022-08-10,2020-11-08,2020-10-20 00:00:00,2020-01-03 06:46:12,False,2021-07-15 16:47:28
48.0,9226.0,8165.0,,1172.0,7963.0,273.0,87.0,37.0,2164.0,92.0,6887.0,3740.0,0.0,328.0,,2.2883320421956412,Electronics,SupplierB,Pending,High,2020-01-17,2020-11-12,2020-10-21,2021-05-11,2022-04-18 00:00:00,2020-01-01 04:23:10,False,2023-01-12 21:41:28
49.0,4152.0,1301.0,7999.0,6666.0,,,63.0,23.0,2157.0,49.0,8734.0,5901.0,1.0,130.0,268.2151227605093,1.5589043745513942,Electronics,,Shipped,High,2022-01-29,2022-08-06,2020-02-29,2021-10-15,2021-01-03 00:00:00,2020-01-01 01:50:12,False,2024-04-09 18:17:29
50.0,2585.0,8527.0,8282.0,5354.0,8838.0,196.0,96.0,43.0,3246.0,,6717.0,6708.0,,,286.5570241451274,,Electronics,SupplierC,Pending,Low,2020-03-20,2020-08-23,2021-12-05,2021-10-20,2020-07-09 07:00:27,2020-01-01 06:15:04,False,2020-07-09 07:00:27
51.0,4943.0,,2874.0,4959.0,2845.0,782.0,20.0,84.0,7653.0,78.0,6293.0,3082.0,1.0,83.0,,4.930486462870568,Furniture,SupplierB,Delivered,Medium,2021-08-19,2021-12-29,2021-01-10,2021-08-16,2021-04-07 22:19:11,2020-01-01 07:26:23,False,2021-04-07 22:19:11
52.0,8555.0,1646.0,,9708.0,1382.0,253.0,40.0,66.0,9858.0,78.0,5051.0,5652.0,0.0,42.0,286.06894229850633,8.009647647678182,Clothing,SupplierC,Pending,Medium,2022-05-09,2020-12-06,2021-01-14,2022-01-10,2022-05-31 00:00:00,2020-01-01 10:44:09,False,2023-09-07 13:20:27
53.0,4073.0,9789.0,9464.0,9714.0,5112.0,794.0,15.0,86.0,8649.0,15.0,3291.0,5586.0,1.0,156.0,,3.539938504762663,Electronics,SupplierB,Pending,Low,2021-03-31,2020-05-12,2021-12-28,2020-02-25,2020-04-16 13:59:05,2020-01-01 13:01:39,False,2020-04-16 13:59:05
54.0,2021.0,9853.0,2051.0,3886.0,,341.0,20.0,64.0,1511.0,96.0,3698.0,1260.0,1.0,,,5.648157819919711,Furniture,,Shipped,High,2021-06-24,2022-04-07,2022-02-16,2022-09-03,2020-08-30 10:18:20,2020-01-02 19:14:35,False,2020-08-30 10:18:20
55.0,4843.0,5330.0,,,4810.0,403.0,86.0,75.0,9441.0,76.0,2041.0,,1.0,453.0,624.2632353761045,8.048124609782379,Electronics,SupplierA,Pending,High,2021-10-07,2022-07-09,2022-03-17,2021-04-04,2020-01-08 21:10:49,2020-01-01 03:22:20,False,2020-01-08 21:10:49
56.0,8989.0,8003.0,8411.0,,2509.0,384.0,21.0,46.0,1888.0,42.0,2557.0,6982.0,1.0,107.0,173.14856118629407,2.387764660926419,Electronics,SupplierA,Pending,High,2022-09-16,2021-10-10,2021-02-04,2020-09-17,2021-12-29 00:00:00,2020-01-01 03:04:46,False,2023-10-17 13:08:52
57.0,7873.0,4537.0,7320.0,6235.0,8573.0,126.0,75.0,77.0,8983.0,52.0,2207.0,,1.0,284.0,116.76635982033513,8.829757349198093,,SupplierB,Shipped,,2021-12-06,2021-10-15,2022-05-12,2020-05-31,2020-11-24 19:56:09,2020-01-01 00:57:29,False,2020-11-24 19:56:09
58.0,6675.0,5558.0,3105.0,8746.0,2578.0,501.0,62.0,85.0,9791.0,30.0,4621.0,2015.0,,188.0,370.1226204775434,9.530823122223833,Food,SupplierC,Delivered,Low,2021-09-22,2022-09-03,2021-12-04,2021-02-12,2021-10-06 00:00:00,2020-01-01 11:51:27,False,2024-01-17 12:33:16
59.0,1161.0,7579.0,1307.0,3590.0,1879.0,,,35.0,4022.0,93.0,4352.0,9105.0,0.0,105.0,307.64732461884137,0.38970135799321626,,SupplierA,Shipped,Medium,2021-01-12,2022-09-30,2020-09-27,2022-01-31,2022-09-14 00:00:00,2020-01-01 02:31:09,False,2023-12-10 00:46:31
60.0,5297.0,9474.0,8737.0,8754.0,3162.0,159.0,26.0,70.0,3530.0,,8455.0,8664.0,1.0,112.0,279.254780914453,0.591111100847872,Electronics,SupplierA,Pending,High,2022-05-28,2022-07-15,2022-02-24,2021-07-04,2020-08-24 19:32:14,2020-01-01 14:55:32,False,2020-08-24 19:32:14
61.0,1995.0,5082.0,4359.0,5934.0,8714.0,301.0,37.0,76.0,7315.0,26.0,2678.0,4963.0,0.0,474.0,468.19604493102116,0.9095971874621689,Food,SupplierA,Shipped,,2020-07-09,2020-05-12,2022-04-12,2022-09-29,2022-06-14 00:00:00,2020-01-01 03:44:31,False,2024-04-18 14:24:43
62.0,8629.0,5183.0,4176.0,5076.0,,861.0,31.0,93.0,3064.0,17.0,9972.0,6318.0,,133.0,912.8738429764635,7.767684085096446,Electronics,SupplierC,Shipped,High,2022-07-15,2023-03-19,2020-02-21,2020-07-12,2020-06-28 07:14:24,2020-01-02 10:22:22,False,2020-06-28 07:14:24
63.0,2016.0,9652.0,2251.0,6185.0,5431.0,973.0,16.0,,6413.0,73.0,7752.0,3706.0,1.0,271.0,568.0502544030297,1.893369451789777,Clothing,SupplierA,Pending,Medium,2021-10-26,2022-05-18,2020-11-08,2020-05-02,2020-10-29 00:00:00,2020-01-01 01:27:32,False,2021-09-19 04:32:40
64.0,8869.0,4754.0,,2093.0,9148.0,680.0,24.0,61.0,7537.0,37.0,1945.0,7135.0,0.0,110.0,521.2315045866192,7.256959864659071,Electronics,SupplierA,Delivered,Medium,2022-05-04,2021-08-06,2021-10-14,2022-09-24,2021-12-30 00:00:00,2020-01-01 17:01:02,False,2022-10-18 16:09:19
65.0,7439.0,2724.0,2517.0,4880.0,4960.0,469.0,20.0,27.0,4569.0,,4428.0,6781.0,0.0,73.0,806.548435161058,4.412760698718864,Electronics,SupplierA,Shipped,Low,2021-05-05,2022-02-09,2020-03-27,2020-03-10,2020-07-18 00:00:00,2020-01-01 15:06:24,False,2021-05-10 15:38:29
66.0,8892.0,2376.0,7226.0,7559.0,4811.0,632.0,33.0,62.0,,,8973.0,3099.0,0.0,416.0,4.0246115968891605,8.362550093714026,Food,SupplierA,Delivered,Medium,2021-02-08,2020-08-14,2020-04-21,2020-02-13,2021-11-08 00:00:00,2020-01-01 10:21:33,False,2022-01-22 22:50:28
67.0,7863.0,9706.0,6305.0,3785.0,5242.0,251.0,76.0,72.0,5329.0,47.0,8168.0,7386.0,0.0,436.0,197.38566915523347,8.085554128042613,Electronics,SupplierB,Shipped,Medium,2020-09-28,2020-10-14,2021-01-28,2022-03-24,2020-08-04 12:53:14,2020-01-01 02:00:06,False,2020-08-04 12:53:14
68.0,8916.0,9894.0,,7065.0,5217.0,201.0,39.0,,2925.0,34.0,9739.0,6338.0,1.0,346.0,496.1859343888361,9.59662561382447,,SupplierC,Pending,High,2021-10-05,2022-08-19,2022-02-03,2021-06-01,2020-07-27 00:00:00,2020-01-01 10:24:24,False,2021-09-05 21:47:24
69.0,9529.0,2653.0,9039.0,,1080.0,998.0,79.0,36.0,4395.0,71.0,3984.0,,,,705.3090605220666,2.5103785047641103,Food,SupplierA,Pending,Medium,2022-05-24,2022-05-04,2021-05-28,2020-07-15,2020-01-12 12:40:58,2020-01-01 06:56:46,False,2020-01-12 12:40:58
70.0,1878.0,3066.0,5891.0,2574.0,3732.0,706.0,75.0,40.0,1440.0,,3590.0,,1.0,,485.02819493963835,2.2923916277203213,Electronics,SupplierA,Shipped,High,2021-03-05,2021-05-15,2022-05-10,2021-06-18,2021-05-18 00:00:00,2020-01-01 00:58:52,False,2022-06-25 10:27:29
71.0,5887.0,1022.0,5992.0,6676.0,8833.0,545.0,70.0,10.0,6231.0,95.0,2797.0,,,425.0,163.71598130087716,0.31507975288599277,,SupplierC,Shipped,Low,2021-06-03,2021-04-19,2022-07-01,2021-03-30,2020-03-27 00:00:00,2020-01-02 05:03:59,False,2020-05-01 03:19:03
72.0,5859.0,3460.0,2961.0,9060.0,3709.0,972.0,87.0,15.0,9181.0,30.0,6043.0,9257.0,1.0,260.0,929.9828176615764,4.104160954265289,Electronics,SupplierC,Shipped,High,2021-10-07,2021-05-24,2020-08-14,2021-07-08,2021-01-16 00:00:00,2020-01-01 04:19:50,False,2024-01-12 09:13:04
73.0,7331.0,6926.0,3863.0,4990.0,,328.0,,20.0,3743.0,63.0,3257.0,4081.0,1.0,245.0,328.66513110544525,4.590631687554171,Electronics,SupplierA,Pending,Low,2022-06-11,2020-11-01,2021-10-15,2022-01-12,2021-06-04 00:00:00,2020-01-02 02:54:38,False,2023-12-29 02:16:43
74.0,9571.0,7251.0,7603.0,,4641.0,224.0,91.0,43.0,9039.0,72.0,3197.0,5297.0,1.0,437.0,788.215681394504,9.64513833429438,Electronics,SupplierA,Shipped,Medium,2021-01-18,2022-08-08,2022-10-07,2021-05-23,2020-07-26 00:00:00,2020-01-01 05:43:05,False,2021-08-20 15:53:22
75.0,,8295.0,5567.0,5845.0,1667.0,869.0,60.0,93.0,9198.0,39.0,9222.0,6913.0,0.0,484.0,891.4133345976128,8.30785294171973,,SupplierC,Pending,Low,2022-03-31,2021-12-17,2020-03-27,2020-11-13,2020-01-26 09:39:30,2020-01-01 16:20:25,False,2020-01-26 09:39:30
76.0,8208.0,4300.0,7513.0,2189.0,3496.0,933.0,,72.0,2586.0,84.0,9803.0,3948.0,1.0,340.0,346.44937768866646,1.6679171804992354,Electronics,SupplierB,Shipped,High,2022-06-05,2022-07-15,2021-08-28,2022-01-14,2020-05-17 11:25:48,2020-01-01 02:35:25,False,2020-05-17 11:25:48
77.0,6276.0,7279.0,5005.0,3689.0,4499.0,980.0,22.0,62.0,1825.0,,5397.0,9405.0,0.0,155.0,845.3117813301046,7.984893626082008,Food,SupplierC,Pending,Medium,2020-07-10,2022-01-11,2020-01-12,2021-08-07,2021-01-07 00:00:00,2020-01-01 07:34:54,False,2021-05-08 15:53:20
78.0,3062.0,9553.0,,5095.0,9080.0,335.0,21.0,94.0,4824.0,,3912.0,7211.0,1.0,149.0,710.7736831667975,1.7829928083575586,Furniture,SupplierA,Shipped,Medium,2021-08-25,2023-03-13,2021-03-18,2022-02-12,2020-05-04 00:00:00,2020-01-01 07:03:56,False,2020-12-11 03:08:21
79.0,1064.0,8353.0,8755.0,2875.0,7823.0,261.0,91.0,,2268.0,82.0,9874.0,2040.0,0.0,60.0,904.2808366620061,0.7776506985777709,Food,SupplierB,,High,2021-03-10,2022-07-26,2021-12-12,2022-09-20,2022-04-19 00:00:00,2020-01-01 04:25:37,False,2023-08-07 05:01:35
80.0,9006.0,4727.0,,8768.0,2189.0,653.0,18.0,27.0,8615.0,41.0,9448.0,8988.0,0.0,86.0,251.31070172297765,8.370827514567365,Food,SupplierB,Delivered,Medium,2022-01-30,2022-11-18,2020-09-26,2020-06-07,2022-07-13 00:00:00,2020-01-01 02:33:55,False,2023-05-11 06:57:26
81.0,3568.0,7272.0,7615.0,4406.0,7604.0,887.0,94.0,30.0,,84.0,7152.0,8473.0,1.0,192.0,931.2776061382757,9.75959581856928,Clothing,SupplierC,Pending,High,2022-09-22,2021-02-15,2021-02-25,2022-09-06,2022-04-25 00:00:00,2020-01-01 00:17:05,False,2022-09-02 08:36:49
82.0,6463.0,6995.0,7797.0,4932.0,9650.0,,57.0,28.0,9089.0,33.0,8172.0,8559.0,1.0,327.0,65.30647666993028,0.881185445278041,Furniture,SupplierC,Shipped,,2022-02-02,2021-06-09,2022-01-21,2021-04-17,2021-04-28 18:34:41,2020-01-01 02:37:34,False,2021-04-28 18:34:41
